YR--MODAHRMN,SPD,TEMP,DEWP,PCP01,SD,IDX
201509031251,0,78,65,0,0,2015090312
201509031351,0,81,64,0,0,2015090313
201509031451,3,84,64,0,0,2015090314
201509031551,NA,88,64,0,0,2015090315
201509031651,5,90,63,0,0,2015090316
201509031751,5,92,63,0,0,2015090317
201509031851,6,92,61,0,0,2015090318
201509031951,7,93,56,0,0,2015090319
201509032051,6,92,56,0,0,2015090320
201509032151,6,91,59,0,0,2015090321
201509032251,3,87,59,0,0,2015090322
201509032351,5,85,63,0,0,2015090323
201509040051,0,84,64,0,0,2015090400
201509040151,0,83,65,0,0,2015090401
201509040251,0,82,66,0,0,2015090402
201509040351,0,82,65,0,0,2015090403
201509040451,0,81,65,0,0,2015090404
201509040459,NA,NA,NA,NA,0,2015090404
201509040551,3,81,66,0,0,2015090405
201509040651,3,80,65,0,0,2015090406
201509040751,3,78,65,0,0,2015090407
201509040851,5,77,66,0,0,2015090408
201509040951,7,77,66,0,0,2015090409
201509041051,5,77,65,0,0,2015090410
201509041151,6,78,66,0,0,2015090411
201509041251,8,79,67,0,0,2015090412
201509041351,8,80,67,0,0,2015090413
201509041451,10,79,67,0,0,2015090414
201509041526,6,80,66,NA,0,2015090415
201509041534,14,81,67,NA,0,2015090415
201509041551,11,80,66,0,0,2015090415
201509041651,6,82,67,0,0,2015090416
201509041746,10,81,66,NA,0,2015090417
201509041751,8,81,66,0,0,2015090417
201509041851,8,84,65,0,0,2015090418
201509041951,8,84,64,0,0,2015090419
201509042051,10,83,62,0,0,2015090420
201509042151,11,82,62,0,0,2015090421
201509042251,6,81,63,0,0,2015090422
201509042351,7,79,64,0,0,2015090423
201509050051,5,76,62,0,0,2015090500
201509050151,3,76,61,0,0,2015090501
201509050251,NA,75,60,0,0,2015090502
201509050351,6,73,61,0,0,2015090503
201509050451,9,73,62,0,0,2015090504
201509050459,NA,NA,NA,NA,0,2015090504
201509050551,5,71,61,0,0,2015090505
201509050649,7,72,61,NA,0,2015090506
201509050651,7,71,60,0,0,2015090506
201509050703,10,71,60,NA,0,2015090507
201509050751,5,70,61,0,0,2015090507
201509050851,5,68,60,0,0,2015090508
201509050919,0,68,60,NA,0,2015090509
201509050951,6,68,60,0,0,2015090509
201509051034,3,68,60,NA,0,2015090510
201509051051,0,67,59,0,0,2015090510
201509051151,5,69,58,0,0,2015090511
201509051251,7,70,57,0,0,2015090512
201509051351,6,72,57,0,0,2015090513
201509051451,9,73,54,0,0,2015090514
201509051551,5,76,53,0,0,2015090515
201509051651,7,79,49,0,0,2015090516
201509051751,7,81,41,0,0,2015090517
201509051851,5,83,48,0,0,2015090518
201509051951,0,82,50,0,0,2015090519
201509052051,0,78,59,0,0,2015090520
201509052151,5,77,59,0,0,2015090521
201509052251,5,74,59,0,0,2015090522
201509052351,5,72,57,0,0,2015090523
201509060051,NA,71,57,0,0,2015090600
201509060151,5,70,54,0,0,2015090601
201509060251,0,70,55,0,0,2015090602
201509060351,0,69,56,0,0,2015090603
201509060451,0,68,57,0,0,2015090604
201509060459,NA,NA,NA,NA,0,2015090604
201509060551,0,69,57,0,0,2015090605
201509060651,3,68,57,0,0,2015090606
201509060751,0,67,58,0,0,2015090607
201509060851,0,66,58,0,0,2015090608
201509060951,0,66,58,0,0,2015090609
201509061051,0,67,58,0,0,2015090610
201509061151,0,69,58,0,0,2015090611
201509061251,3,71,57,0,0,2015090612
201509061351,0,74,57,0,0,2015090613
201509061451,0,79,58,0,0,2015090614
201509061551,0,82,58,0,0,2015090615
201509061651,0,85,58,0,0,2015090616
201509061751,NA,86,58,0,0,2015090617
201509061851,3,84,53,0,0,2015090618
201509061951,5,82,54,0,0,2015090619
201509062051,0,82,52,0,0,2015090620
201509062151,NA,80,50,0,0,2015090621
201509062251,5,78,50,0,0,2015090622
201509062351,0,76,51,0,0,2015090623
201509070051,0,74,53,0,0,2015090700
201509070151,3,74,56,0,0,2015090701
201509070251,0,73,55,0,0,2015090702
201509070351,NA,72,55,0,0,2015090703
201509070451,5,72,58,0,0,2015090704
201509070459,NA,NA,NA,NA,0,2015090704
201509070551,6,72,62,0,0,2015090705
201509070651,5,71,63,0,0,2015090706
201509070751,8,71,64,0,0,2015090707
201509070851,8,71,64,0,0,2015090708
201509070951,5,70,64,0,0,2015090709
201509071051,6,70,64,0,0,2015090710
201509071129,7,71,64,NA,0,2015090711
201509071151,5,72,64,0,0,2015090711
201509071251,3,74,62,0,0,2015090712
201509071351,5,78,59,0,0,2015090713
201509071451,3,81,58,0,0,2015090714
201509071551,NA,88,57,0,0,2015090715
201509071651,6,89,57,0,0,2015090716
201509071751,0,91,57,0,0,2015090717
201509071851,0,91,59,0,0,2015090718
201509071951,7,90,60,0,0,2015090719
201509072051,0,87,64,0,0,2015090720
201509072151,3,86,65,0,0,2015090721
201509072251,5,83,66,0,0,2015090722
201509072351,3,82,65,0,0,2015090723
201509080051,3,82,65,0,0,2015090800
201509080151,NA,83,63,0,0,2015090801
201509080251,3,82,63,0,0,2015090802
201509080351,3,81,62,0,0,2015090803
201509080451,5,81,62,0,0,2015090804
201509080459,NA,NA,NA,NA,0,2015090804
201509080551,5,79,62,0,0,2015090805
201509080651,9,78,63,0,0,2015090806
201509080751,6,77,63,0,0,2015090807
201509080851,7,77,63,0,0,2015090808
201509080951,3,77,64,0,0,2015090809
201509081051,3,76,64,0,0,2015090810
201509081151,3,77,65,0,0,2015090811
201509081251,3,79,65,0,0,2015090812
201509081351,0,83,65,0,0,2015090813
201509081451,0,86,64,0,0,2015090814
201509081551,3,92,64,0,0,2015090815
201509081651,6,94,64,0,0,2015090816
201509081751,3,96,61,0,0,2015090817
201509081851,NA,96,64,0,0,2015090818
201509081951,6,94,65,0,0,2015090819
201509082051,8,90,66,0,0,2015090820
201509082151,6,89,67,0,0,2015090821
201509082251,6,87,68,0,0,2015090822
201509082351,3,84,69,0,0,2015090823
201509090051,0,84,69,0,0,2015090900
201509090151,5,84,67,0,0,2015090901
201509090251,9,83,66,0,0,2015090902
201509090351,10,82,65,0,0,2015090903
201509090451,3,80,66,0,0,2015090904
201509090459,NA,NA,NA,NA,0,2015090904
201509090551,6,79,67,0,0,2015090905
201509090651,7,77,67,0,0,2015090906
201509090751,3,78,67,0,0,2015090907
201509090851,6,77,69,0,0,2015090908
201509090951,3,77,70,0,0,2015090909
201509091038,3,77,70,NA,0,2015090910
201509091051,0,77,70,0,0,2015090910
201509091149,3,79,70,NA,0,2015090911
201509091151,0,78,70,0,0,2015090911
201509091249,3,81,70,NA,0,2015090912
201509091251,3,80,70,0,0,2015090912
201509091351,5,82,70,0,0,2015090913
201509091451,3,85,70,0,0,2015090914
201509091521,0,88,70,NA,0,2015090915
201509091551,3,87,70,0,0,2015090915
201509091621,0,88,70,NA,0,2015090916
201509091651,NA,89,70,0,0,2015090916
201509091751,5,89,70,0,0,2015090917
201509091851,NA,88,70,0,0,2015090918
201509091951,6,85,70,0,0,2015090919
201509092051,3,80,70,0,0,2015090920
201509092151,8,82,67,0,0,2015090921
201509092251,5,82,70,0,0,2015090922
201509092351,0,80,71,0,0,2015090923
201509100051,0,82,72,0,0,2015091000
201509100151,8,82,72,0,0,2015091001
201509100251,NA,81,71,0,0,2015091002
201509100351,0,82,70,0,0,2015091003
201509100401,3,81,70,NA,0,2015091004
201509100424,0,81,70,NA,0,2015091004
201509100449,3,81,70,NA,0,2015091004
201509100451,5,80,69,0,0,2015091004
201509100459,NA,NA,NA,NA,0,2015091004
201509100502,3,79,68,0.01,0,2015091005
201509100528,6,76,71,0.03,0,2015091005
201509100536,5,75,72,0.29,0,2015091005
201509100542,0,74,71,0.35,0,2015091005
201509100549,5,73,72,NA,0,2015091005
201509100551,3,74,71,0.6,0,2015091005
201509100558,5,74,71,0.07,0,2015091005
201509100606,3,74,71,0.1,0,2015091006
201509100614,3,74,71,0.1,0,2015091006
201509100651,6,73,69,0.01,0,2015091006
201509100738,5,73,70,0.01,0,2015091007
201509100742,6,73,70,0.04,0,2015091007
201509100749,5,73,70,NA,0,2015091007
201509100751,7,73,70,0.3,0,2015091007
201509100800,3,73,70,0.06,0,2015091008
201509100804,6,73,70,0.06,0,2015091008
201509100821,5,73,70,0.1,0,2015091008
201509100851,0,73,69,0.1,0,2015091008
201509100951,8,72,68,0,0,2015091009
201509101051,6,72,68,0.05,0,2015091010
201509101151,6,71,68,0.09,0,2015091011
201509101158,5,71,68,0.02,0,2015091011
201509101218,5,72,68,0.06,0,2015091012
201509101251,3,72,69,0.06,0,2015091012
201509101343,7,73,69,0.02,0,2015091013
201509101351,8,73,69,0.02,0,2015091013
201509101444,5,74,69,0.01,0,2015091014
201509101451,8,74,69,0.01,0,2015091014
201509101551,8,74,70,0,0,2015091015
201509101558,6,74,69,NA,0,2015091015
201509101651,6,76,70,0,0,2015091016
201509101751,8,75,69,0,0,2015091017
201509101851,6,76,70,0.01,0,2015091018
201509101935,8,74,70,0.03,0,2015091019
201509101951,9,74,69,0.02,0,2015091019
201509102004,8,74,70,NA,0,2015091020
201509102051,6,74,70,0,0,2015091020
201509102149,10,73,70,NA,0,2015091021
201509102151,8,73,69,0.03,0,2015091021
201509102211,5,73,70,0.03,0,2015091022
201509102227,6,74,70,0.05,0,2015091022
201509102251,7,73,70,0.04,0,2015091022
201509102323,5,73,70,0.01,0,2015091023
201509102340,5,73,70,0.01,0,2015091023
201509102351,8,73,69,0.02,0,2015091023
201509102359,5,73,69,0,0,2015091023
201509110015,8,73,69,0.01,0,2015091100
201509110049,5,73,70,NA,0,2015091100
201509110051,6,72,69,0.05,0,2015091100
201509110100,8,72,69,0.02,0,2015091101
201509110132,7,72,69,0.06,0,2015091101
201509110151,3,72,69,0.07,0,2015091101
201509110212,5,72,69,0.02,0,2015091102
201509110234,6,72,68,0.05,0,2015091102
201509110251,8,72,68,0.04,0,2015091102
201509110326,8,71,68,0.02,0,2015091103
201509110334,9,72,68,0.02,0,2015091103
201509110351,6,71,68,0.04,0,2015091103
201509110451,6,70,67,0.02,0,2015091104
201509110459,NA,NA,NA,NA,0,2015091104
201509110551,6,69,65,0,0,2015091105
201509110631,6,69,64,NA,0,2015091106
201509110642,3,68,65,NA,0,2015091106
201509110651,6,69,65,0,0,2015091106
201509110749,8,68,64,NA,0,2015091107
201509110751,9,68,64,0,0,2015091107
201509110817,6,67,63,NA,0,2015091108
201509110833,10,68,63,NA,0,2015091108
201509110851,8,68,63,0,0,2015091108
201509110951,10,67,62,0,0,2015091109
201509111014,7,67,61,NA,0,2015091110
201509111025,6,67,61,NA,0,2015091110
201509111041,5,67,62,NA,0,2015091110
201509111051,7,67,62,0,0,2015091110
201509111151,6,68,62,0,0,2015091111
201509111251,9,69,60,0,0,2015091112
201509111351,6,69,61,0,0,2015091113
201509111451,8,70,61,0,0,2015091114
201509111551,8,72,61,0,0,2015091115
201509111641,7,76,61,NA,0,2015091116
201509111648,5,75,61,NA,0,2015091116
201509111649,5,75,61,NA,0,2015091116
201509111651,10,77,61,0,0,2015091116
201509111751,7,79,60,0,0,2015091117
201509111851,5,79,60,0,0,2015091118
201509111951,5,79,60,0,0,2015091119
201509112051,3,80,59,0,0,2015091120
201509112151,6,79,59,0,0,2015091121
201509112251,0,76,59,0,0,2015091122
201509112351,0,76,58,0,0,2015091123
201509120051,3,75,59,0,0,2015091200
201509120151,0,75,59,0,0,2015091201
201509120251,0,75,59,0,0,2015091202
201509120351,0,74,62,0,0,2015091203
201509120451,0,73,63,0,0,2015091204
201509120459,NA,NA,NA,NA,0,2015091204
201509120551,0,72,63,0,0,2015091205
201509120651,3,71,64,0,0,2015091206
201509120751,0,71,65,0,0,2015091207
201509120851,0,70,65,0,0,2015091208
201509120951,3,70,64,0,0,2015091209
201509121051,0,71,64,0,0,2015091210
201509121151,3,72,65,0,0,2015091211
201509121251,3,74,65,0,0,2015091212
201509121308,5,76,65,NA,0,2015091213
201509121349,3,75,64,NA,0,2015091213
201509121351,5,76,65,0,0,2015091213
201509121401,0,77,65,NA,0,2015091214
201509121440,0,77,64,NA,0,2015091214
201509121451,7,77,64,0,0,2015091214
201509121551,6,77,63,0,0,2015091215
201509121651,0,78,62,0,0,2015091216
201509121751,NA,77,62,0,0,2015091217
201509121844,9,77,64,NA,0,2015091218
201509121851,NA,76,64,0,0,2015091218
201509121915,6,76,63,NA,0,2015091219
201509121951,NA,76,64,0,0,2015091219
201509122006,NA,76,63,NA,0,2015091220
201509122051,9,76,64,0,0,2015091220
201509122151,NA,74,65,0,0,2015091221
201509122210,NA,74,65,NA,0,2015091222
201509122231,5,74,65,NA,0,2015091222
201509122238,NA,74,66,NA,0,2015091222
201509122251,7,74,66,0,0,2015091222
201509122351,6,73,67,0,0,2015091223
201509130014,3,72,68,0.03,0,2015091300
201509130024,5,71,68,0.19,0,2015091300
201509130029,5,72,68,0.19,0,2015091300
201509130039,6,72,69,0.2,0,2015091300
201509130051,7,72,69,0.2,0,2015091300
201509130151,10,72,68,0,0,2015091301
201509130251,5,72,68,0,0,2015091302
201509130323,3,72,68,0,0,2015091303
201509130334,NA,71,68,NA,0,2015091303
201509130351,3,71,68,0.09,0,2015091303
201509130451,6,72,68,0,0,2015091304
201509130459,NA,NA,NA,NA,0,2015091304
201509130517,0,72,68,NA,0,2015091305
201509130549,9,72,68,NA,0,2015091305
201509130551,7,72,68,0,0,2015091305
201509130651,3,71,67,0,0,2015091306
201509130709,3,71,68,NA,0,2015091307
201509130742,6,71,67,NA,0,2015091307
201509130751,5,71,67,0,0,2015091307
201509130802,6,71,67,NA,0,2015091308
201509130812,6,71,67,NA,0,2015091308
201509130820,3,71,67,NA,0,2015091308
201509130829,3,71,67,NA,0,2015091308
201509130846,6,72,66,NA,0,2015091308
201509130851,7,71,67,0,0,2015091308
201509130918,3,70,65,NA,0,2015091309
201509130951,3,70,64,0,0,2015091309
201509131051,5,68,64,0,0,2015091310
201509131151,NA,69,63,0,0,2015091311
201509131212,3,69,64,NA,0,2015091312
201509131251,0,69,62,0,0,2015091312
201509131309,5,69,61,NA,0,2015091313
201509131351,0,71,61,0,0,2015091313
201509131451,5,74,61,0,0,2015091314
201509131551,6,76,57,0,0,2015091315
201509131651,5,78,57,0,0,2015091316
201509131751,9,78,56,0,0,2015091317
201509131851,10,76,55,0,0,2015091318
201509131951,11,74,53,0.02,0,2015091319
201509131959,7,70,58,0.02,0,2015091319
201509132008,8,68,59,0.04,0,2015091320
201509132051,7,69,58,0.02,0,2015091320
201509132151,7,69,57,0,0,2015091321
201509132251,6,70,55,0,0,2015091322
201509132351,9,68,51,0,0,2015091323
201509140051,7,67,49,0,0,2015091400
201509140151,7,65,49,0,0,2015091401
201509140251,7,64,50,0,0,2015091402
201509140351,10,63,49,0,0,2015091403
201509140451,8,62,47,0,0,2015091404
201509140459,NA,NA,NA,NA,0,2015091404
201509140551,6,61,47,0,0,2015091405
201509140651,6,60,46,0,0,2015091406
201509140751,5,59,46,0,0,2015091407
201509140851,7,59,46,0,0,2015091408
201509140951,3,59,46,0,0,2015091409
201509141051,8,59,46,0,0,2015091410
201509141151,9,59,47,0,0,2015091411
201509141251,10,61,47,0,0,2015091412
201509141351,NA,65,47,0,0,2015091413
201509141451,8,68,47,0,0,2015091414
201509141551,13,72,46,0,0,2015091415
201509141651,NA,73,45,0,0,2015091416
201509141751,9,74,45,0,0,2015091417
201509141851,5,75,47,0,0,2015091418
201509141951,7,76,46,0,0,2015091419
201509142051,3,75,46,0,0,2015091420
201509142151,7,74,47,0,0,2015091421
201509142251,7,73,45,0,0,2015091422
201509142351,8,72,45,0,0,2015091423
201509150051,5,70,45,0,0,2015091500
201509150151,NA,69,46,0,0,2015091501
201509150251,5,68,45,0,0,2015091502
201509150351,0,68,46,0,0,2015091503
201509150451,5,67,46,0,0,2015091504
201509150459,NA,NA,NA,NA,0,2015091504
201509150551,6,67,47,0,0,2015091505
201509150651,0,64,48,0,0,2015091506
201509150751,0,64,48,0,0,2015091507
201509150851,5,63,48,0,0,2015091508
201509150951,6,65,47,0,0,2015091509
201509151051,3,64,47,0,0,2015091510
201509151151,5,64,48,0,0,2015091511
201509151251,3,66,49,0,0,2015091512
201509151351,0,70,49,0,0,2015091513
201509151451,0,74,48,0,0,2015091514
201509151551,5,78,49,0,0,2015091515
201509151651,0,80,51,0,0,2015091516
201509151751,0,82,50,0,0,2015091517
201509151851,0,83,48,0,0,2015091518
201509151951,0,82,52,0,0,2015091519
201509152051,3,82,49,0,0,2015091520
201509152151,3,81,52,0,0,2015091521
201509152251,0,79,49,0,0,2015091522
201509152351,NA,77,51,0,0,2015091523
201509160051,3,76,50,0,0,2015091600
201509160151,0,75,51,0,0,2015091601
201509160251,0,73,52,0,0,2015091602
201509160351,5,73,51,0,0,2015091603
201509160451,3,73,50,0,0,2015091604
201509160459,NA,NA,NA,NA,0,2015091604
201509160551,3,72,52,0,0,2015091605
201509160651,0,69,53,0,0,2015091606
201509160751,0,67,54,0,0,2015091607
201509160851,0,67,54,0,0,2015091608
201509160951,0,66,54,0,0,2015091609
201509161051,0,66,56,0,0,2015091610
201509161151,0,68,57,0,0,2015091611
201509161251,3,71,57,0,0,2015091612
201509161351,0,75,57,0,0,2015091613
201509161451,0,78,57,0,0,2015091614
201509161551,0,82,54,0,0,2015091615
201509161651,NA,84,52,0,0,2015091616
201509161751,5,85,53,0,0,2015091617
201509161851,0,87,52,0,0,2015091618
201509161951,0,87,51,0,0,2015091619
201509162051,3,85,54,0,0,2015091620
201509162151,5,83,53,0,0,2015091621
201509162251,5,80,56,0,0,2015091622
201509162351,5,78,56,0,0,2015091623
201509170051,0,76,54,0,0,2015091700
201509170151,0,75,56,0,0,2015091701
201509170251,0,74,56,0,0,2015091702
201509170351,3,74,55,0,0,2015091703
201509170451,0,74,55,0,0,2015091704
201509170459,NA,NA,NA,NA,0,2015091704
201509170551,0,73,56,0,0,2015091705
201509170651,0,71,57,0,0,2015091706
201509170751,0,70,56,0,0,2015091707
201509170851,0,70,58,0,0,2015091708
201509170951,0,70,56,0,0,2015091709
201509171051,0,69,56,0,0,2015091710
201509171151,0,70,58,0,0,2015091711
201509171251,0,73,58,0,0,2015091712
201509171351,5,76,57,0,0,2015091713
201509171451,0,80,56,0,0,2015091714
201509171551,0,84,54,0,0,2015091715
201509171651,0,86,53,0,0,2015091716
201509171751,6,87,53,0,0,2015091717
201509171851,NA,88,51,0,0,2015091718
201509171951,5,88,52,0,0,2015091719
201509172051,NA,84,55,0,0,2015091720
201509172151,6,81,56,0,0,2015091721
201509172251,6,78,56,0,0,2015091722
201509172351,3,77,55,0,0,2015091723
201509180051,3,77,54,0,0,2015091800
201509180151,NA,75,55,0,0,2015091801
201509180251,3,76,52,0,0,2015091802
201509180351,6,75,54,0,0,2015091803
201509180451,5,74,53,0,0,2015091804
201509180459,NA,NA,NA,NA,0,2015091804
201509180551,0,72,55,0,0,2015091805
201509180651,0,71,55,0,0,2015091806
201509180751,3,70,55,0,0,2015091807
201509180851,0,69,56,0,0,2015091808
201509180951,0,69,56,0,0,2015091809
201509181051,0,68,57,0,0,2015091810
201509181151,0,70,57,0,0,2015091811
201509181251,0,73,57,0,0,2015091812
201509181351,0,77,56,0,0,2015091813
201509181451,0,80,54,0,0,2015091814
201509181551,5,83,56,0,0,2015091815
201509181651,6,85,55,0,0,2015091816
201509181751,6,86,56,0,0,2015091817
201509181851,3,85,54,0,0,2015091818
201509181951,3,84,53,0,0,2015091819
201509182051,8,82,53,0,0,2015091820
201509182151,6,79,52,0,0,2015091821
201509182251,7,77,54,0,0,2015091822
201509182351,0,75,54,0,0,2015091823
201509190051,3,74,60,0,0,2015091900
201509190151,0,73,58,0,0,2015091901
201509190251,0,73,60,0,0,2015091902
201509190351,0,73,60,0,0,2015091903
201509190451,0,72,59,0,0,2015091904
201509190459,NA,NA,NA,NA,0,2015091904
201509190551,3,70,59,0,0,2015091905
201509190651,0,69,60,0,0,2015091906
201509190751,0,70,62,0,0,2015091907
201509190813,0,70,62,NA,0,2015091908
201509190828,0,70,62,NA,0,2015091908
201509190851,0,70,62,0,0,2015091908
201509190951,0,69,62,0,0,2015091909
201509191051,0,69,64,0,0,2015091910
201509191151,0,70,65,0,0,2015091911
201509191251,0,73,64,0,0,2015091912
201509191351,3,76,64,0,0,2015091913
201509191451,5,77,61,0,0,2015091914
201509191551,NA,81,62,0,0,2015091915
201509191651,6,83,58,0,0,2015091916
201509191751,NA,82,61,0,0,2015091917
201509191851,3,82,60,0,0,2015091918
201509191951,5,79,63,0,0,2015091919
201509192051,5,79,63,0,0,2015091920
201509192151,5,77,64,0,0,2015091921
201509192251,5,76,66,0,0,2015091922
201509192340,3,75,67,NA,0,2015091923
201509192351,3,75,67,0,0,2015091923
201509200003,NA,75,67,NA,0,2015092000
201509200051,5,75,67,0,0,2015092000
201509200151,NA,75,67,0,0,2015092001
201509200251,NA,74,65,0,0,2015092002
201509200351,NA,74,64,0,0,2015092003
201509200451,3,74,64,0,0,2015092004
201509200459,NA,NA,NA,NA,0,2015092004
201509200551,6,75,66,0,0,2015092005
201509200651,NA,74,66,0,0,2015092006
201509200749,NA,73,66,NA,0,2015092007
201509200751,0,74,66,0,0,2015092007
201509200851,5,73,66,0,0,2015092008
201509200902,5,73,66,NA,0,2015092009
201509200915,0,73,66,NA,0,2015092009
201509200948,5,73,64,NA,0,2015092009
201509200951,3,73,64,0,0,2015092009
201509201020,0,72,59,NA,0,2015092010
201509201051,3,71,57,0,0,2015092010
201509201151,10,71,56,0,0,2015092011
201509201224,8,70,54,NA,0,2015092012
201509201249,6,72,55,NA,0,2015092012
201509201251,8,71,54,0,0,2015092012
201509201351,9,70,53,0,0,2015092013
201509201451,10,70,53,0,0,2015092014
201509201551,7,72,51,0,0,2015092015
201509201651,8,77,50,0,0,2015092016
201509201751,8,77,49,0,0,2015092017
201509201851,10,79,47,0,0,2015092018
201509201951,8,77,46,0,0,2015092019
201509202051,10,76,45,0,0,2015092020
201509202151,8,74,43,0,0,2015092021
201509202251,10,72,41,0,0,2015092022
201509202351,5,70,43,0,0,2015092023
201509210051,7,69,45,0,0,2015092100
201509210151,10,68,44,0,0,2015092101
201509210251,10,67,43,0,0,2015092102
201509210351,10,66,43,0,0,2015092103
201509210451,13,64,43,0,0,2015092104
201509210459,NA,NA,NA,NA,0,2015092104
201509210551,11,63,41,0,0,2015092105
201509210651,8,62,40,0,0,2015092106
201509210751,9,61,41,0,0,2015092107
201509210851,6,60,41,0,0,2015092108
201509210951,8,60,42,0,0,2015092109
201509211051,7,59,43,0,0,2015092110
201509211151,8,59,44,0,0,2015092111
201509211251,8,61,44,0,0,2015092112
201509211351,11,64,47,0,0,2015092113
201509211451,8,65,48,0,0,2015092114
201509211551,6,68,47,0,0,2015092115
201509211651,9,71,46,0,0,2015092116
201509211751,10,72,39,0,0,2015092117
201509211851,5,70,41,0,0,2015092118
201509211951,10,71,41,0,0,2015092119
201509212051,5,71,39,0,0,2015092120
201509212151,6,70,40,0,0,2015092121
201509212251,10,70,43,0,0,2015092122
201509212351,7,69,45,0,0,2015092123
201509220051,9,69,46,0,0,2015092200
201509220151,3,69,46,0,0,2015092201
201509220251,5,68,46,0,0,2015092202
201509220351,6,67,44,0,0,2015092203
201509220451,7,66,44,0,0,2015092204
201509220459,NA,NA,NA,NA,0,2015092204
201509220551,10,65,45,0,0,2015092205
201509220651,6,65,47,0,0,2015092206
201509220751,8,63,41,0,0,2015092207
201509220851,7,62,43,0,0,2015092208
201509220951,6,62,45,0,0,2015092209
201509221051,7,62,46,0,0,2015092210
201509221151,10,63,47,0,0,2015092211
201509221251,7,64,48,0,0,2015092212
201509221351,10,66,49,0,0,2015092213
201509221407,6,66,50,NA,0,2015092214
201509221433,11,66,50,NA,0,2015092214
201509221451,9,67,51,0,0,2015092214
201509221509,10,67,51,NA,0,2015092215
201509221549,10,68,52,NA,0,2015092215
201509221551,10,69,52,0,0,2015092215
201509221649,9,68,54,NA,0,2015092216
201509221651,7,68,53,0,0,2015092216
201509221715,6,69,53,NA,0,2015092217
201509221751,9,69,53,0,0,2015092217
201509221851,7,70,54,0,0,2015092218
201509221951,6,70,54,0,0,2015092219
201509222051,8,71,52,0,0,2015092220
201509222151,0,71,46,0,0,2015092221
201509222251,7,70,45,0,0,2015092222
201509222351,7,69,46,0,0,2015092223
201509230051,6,69,49,0,0,2015092300
201509230151,6,68,48,0,0,2015092301
201509230251,5,67,49,0,0,2015092302
201509230351,6,67,52,0,0,2015092303
201509230451,5,66,53,0,0,2015092304
201509230459,NA,NA,NA,NA,0,2015092304
201509230551,6,65,52,0,0,2015092305
201509230651,5,63,52,0,0,2015092306
201509230751,3,62,51,0,0,2015092307
201509230851,0,60,50,0,0,2015092308
201509230951,5,60,49,0,0,2015092309
201509231051,3,59,47,0,0,2015092310
201509231151,5,61,48,0,0,2015092311
201509231251,5,63,48,0,0,2015092312
201509231351,5,65,47,0,0,2015092313
201509231451,5,68,44,0,0,2015092314
201509231551,3,73,44,0,0,2015092315
201509231651,3,75,47,0,0,2015092316
201509231751,3,78,46,0,0,2015092317
201509231851,5,79,40,0,0,2015092318
201509231951,0,79,46,0,0,2015092319
201509232051,0,78,42,0,0,2015092320
201509232151,5,77,40,0,0,2015092321
201509232251,5,71,52,0,0,2015092322
201509232351,0,68,54,0,0,2015092323
201509240051,3,67,54,0,0,2015092400
201509240151,0,66,54,0,0,2015092401
201509240251,0,65,55,0,0,2015092402
201509240351,0,65,55,0,0,2015092403
201509240451,0,65,55,0,0,2015092404
201509240459,NA,NA,NA,NA,0,2015092404
201509240551,0,64,56,0,0,2015092405
201509240651,3,63,49,0,0,2015092406
201509240751,0,61,49,0,0,2015092407
201509240851,0,62,50,0,0,2015092408
201509240951,0,61,51,0,0,2015092409
201509241051,0,64,49,0,0,2015092410
201509241151,3,64,48,0,0,2015092411
201509241251,5,68,49,0,0,2015092412
201509241351,8,71,49,0,0,2015092413
201509241451,7,73,51,0,0,2015092414
201509241551,8,76,50,0,0,2015092415
201509241651,7,79,51,0,0,2015092416
201509241751,9,79,49,0,0,2015092417
201509241851,6,81,50,0,0,2015092418
201509241951,5,80,51,0,0,2015092419
201509242051,6,79,50,0,0,2015092420
201509242151,7,76,56,0,0,2015092421
201509242251,3,72,57,0,0,2015092422
201509242351,3,71,57,0,0,2015092423
201509250051,5,71,54,0,0,2015092500
201509250151,5,71,55,0,0,2015092501
201509250251,8,70,55,0,0,2015092502
201509250351,0,69,55,0,0,2015092503
201509250451,5,68,55,0,0,2015092504
201509250459,NA,NA,NA,NA,0,2015092504
201509250551,6,67,54,0,0,2015092505
201509250651,8,68,51,0,0,2015092506
201509250751,10,68,49,0,0,2015092507
201509250851,5,66,56,0,0,2015092508
201509250951,3,64,53,0,0,2015092509
201509251051,5,64,52,0,0,2015092510
201509251151,5,65,52,0,0,2015092511
201509251251,7,66,52,0,0,2015092512
201509251351,6,67,53,0,0,2015092513
201509251451,7,69,53,0,0,2015092514
201509251551,8,70,53,0,0,2015092515
201509251651,9,72,53,0,0,2015092516
201509251751,7,74,53,0,0,2015092517
201509251851,9,74,53,0,0,2015092518
201509251951,8,73,52,0,0,2015092519
201509252051,10,71,49,0,0,2015092520
201509252151,6,71,47,0,0,2015092521
201509252251,6,69,48,0,0,2015092522
201509252351,5,69,47,0,0,2015092523
201509260051,3,68,47,0,0,2015092600
201509260151,3,67,51,0,0,2015092601
201509260251,3,67,51,0,0,2015092602
201509260351,6,66,51,0,0,2015092603
201509260451,6,66,51,0,0,2015092604
201509260459,NA,NA,NA,NA,0,2015092604
201509260551,3,66,51,0,0,2015092605
201509260651,7,64,51,0,0,2015092606
201509260751,5,63,51,0,0,2015092607
201509260851,6,63,51,0,0,2015092608
201509260951,3,63,51,0,0,2015092609
