	Temperature	Rain	Zipcode	Count	Month	Hour	Weekday
403	43.0	0.0	11020	1	1	2	4
404	43.0	0.0	11023	1	1	2	4
405	43.0	0.0	11101	820	1	2	4
406	43.0	0.0	11102	353	1	2	4
407	43.0	0.0	11103	215	1	2	4
408	43.0	0.0	11104	132	1	2	4
409	43.0	0.0	11105	233	1	2	4
410	43.0	0.0	11106	50	1	2	4
411	43.0	0.0	11109	1	1	2	4
412	43.0	0.0	11201	647	1	2	4
413	43.0	0.0	11203	33	1	2	4
414	43.0	0.0	11204	2	1	2	4
415	43.0	0.0	11205	159	1	2	4
416	43.0	0.0	11206	993	1	2	4
417	43.0	0.0	11207	87	1	2	4
418	43.0	0.0	11208	15	1	2	4
419	43.0	0.0	11209	25	1	2	4
420	43.0	0.0	11210	17	1	2	4
421	43.0	0.0	11211	381	1	2	4
422	43.0	0.0	11212	27	1	2	4
423	43.0	0.0	11213	100	1	2	4
424	43.0	0.0	11214	4	1	2	4
425	43.0	0.0	11215	645	1	2	4
426	43.0	0.0	11216	478	1	2	4
427	43.0	0.0	11217	108	1	2	4
428	43.0	0.0	11218	34	1	2	4
429	43.0	0.0	11219	19	1	2	4
430	43.0	0.0	11220	79	1	2	4
431	43.0	0.0	11221	273	1	2	4
432	43.0	0.0	11222	536	1	2	4
433	43.0	0.0	11223	7	1	2	4
434	43.0	0.0	11224	16	1	2	4
435	43.0	0.0	11225	197	1	2	4
436	43.0	0.0	11226	73	1	2	4
437	43.0	0.0	11228	20	1	2	4
438	43.0	0.0	11229	7	1	2	4
439	43.0	0.0	11230	23	1	2	4
440	43.0	0.0	11231	225	1	2	4
441	43.0	0.0	11232	38	1	2	4
442	43.0	0.0	11233	135	1	2	4
443	43.0	0.0	11234	6	1	2	4
444	43.0	0.0	11235	7	1	2	4
445	43.0	0.0	11236	16	1	2	4
446	43.0	0.0	11237	234	1	2	4
447	43.0	0.0	11238	339	1	2	4
448	43.0	0.0	11239	4	1	2	4
449	43.0	0.0	11249	42	1	2	4
450	43.0	0.0	11354	7	1	2	4
451	43.0	0.0	11355	40	1	2	4
452	43.0	0.0	11356	4	1	2	4
453	43.0	0.0	11357	3	1	2	4
454	43.0	0.0	11358	2	1	2	4
455	43.0	0.0	11364	2	1	2	4
456	43.0	0.0	11365	4	1	2	4
457	43.0	0.0	11366	1	1	2	4
458	43.0	0.0	11367	2	1	2	4
459	43.0	0.0	11368	152	1	2	4
460	43.0	0.0	11369	21	1	2	4
461	43.0	0.0	11370	3	1	2	4
462	43.0	0.0	11372	169	1	2	4
463	43.0	0.0	11373	262	1	2	4
464	43.0	0.0	11374	106	1	2	4
465	43.0	0.0	11375	143	1	2	4
466	43.0	0.0	11377	591	1	2	4
467	43.0	0.0	11378	37	1	2	4
468	43.0	0.0	11379	9	1	2	4
469	43.0	0.0	11385	96	1	2	4
470	43.0	0.0	11414	1	1	2	4
471	43.0	0.0	11415	28	1	2	4
472	43.0	0.0	11416	3	1	2	4
473	43.0	0.0	11417	5	1	2	4
474	43.0	0.0	11418	9	1	2	4
475	43.0	0.0	11419	15	1	2	4
476	43.0	0.0	11420	9	1	2	4
477	43.0	0.0	11421	6	1	2	4
478	43.0	0.0	11423	2	1	2	4
479	43.0	0.0	11428	2	1	2	4
480	43.0	0.0	11429	2	1	2	4
481	43.0	0.0	11430	2	1	2	4
482	43.0	0.0	11432	3	1	2	4
483	43.0	0.0	11433	25	1	2	4
484	43.0	0.0	11434	2	1	2	4
485	43.0	0.0	11435	39	1	2	4
486	43.0	0.0	11436	1	1	2	4
487	43.0	0.0	11580	5	1	2	4
488	43.0	0.0	11692	1	1	2	4
489	43.0	0.0	11793	1	1	2	4
490	42.0	0.0		1	1	3	4
491	42.0	0.0	06830	1	1	3	4
492	42.0	0.0	07010	1	1	3	4
493	42.0	0.0	07024	1	1	3	4
494	42.0	0.0	07030	4	1	3	4
495	42.0	0.0	07071	1	1	3	4
496	42.0	0.0	07086	3	1	3	4
497	42.0	0.0	07306	1	1	3	4
498	42.0	0.0	07307	1	1	3	4
499	42.0	0.0	07311	5	1	3	4
500	42.0	0.0	07407	1	1	3	4
501	42.0	0.0	07608	1	1	3	4
502	42.0	0.0	07631	1	1	3	4
503	42.0	0.0	07640	1	1	3	4
504	42.0	0.0	07643	1	1	3	4
505	42.0	0.0	07657	1	1	3	4
506	42.0	0.0	07901	1	1	3	4
507	42.0	0.0	07928	1	1	3	4
508	42.0	0.0	07950	1	1	3	4
509	42.0	0.0	08830	1	1	3	4
510	42.0	0.0	10001	735	1	3	4
511	42.0	0.0	10002	2510	1	3	4
512	42.0	0.0	10003	358	1	3	4
513	42.0	0.0	10007	73	1	3	4
514	42.0	0.0	10009	1168	1	3	4
515	42.0	0.0	10010	2432	1	3	4
516	42.0	0.0	10011	354	1	3	4
517	42.0	0.0	10012	413	1	3	4
518	42.0	0.0	10013	379	1	3	4
519	42.0	0.0	10014	4	1	3	4
520	42.0	0.0	10016	628	1	3	4
521	42.0	0.0	10017	702	1	3	4
522	42.0	0.0	10018	8	1	3	4
523	42.0	0.0	10019	146	1	3	4
524	42.0	0.0	10020	994	1	3	4
525	42.0	0.0	10021	92	1	3	4
526	42.0	0.0	10022	422	1	3	4
527	42.0	0.0	10023	336	1	3	4
528	42.0	0.0	10024	392	1	3	4
529	42.0	0.0	10025	301	1	3	4
530	42.0	0.0	10026	226	1	3	4
531	42.0	0.0	10027	155	1	3	4
532	42.0	0.0	10028	33	1	3	4
533	42.0	0.0	10029	319	1	3	4
534	42.0	0.0	10030	123	1	3	4
535	42.0	0.0	10031	248	1	3	4
536	42.0	0.0	10032	10	1	3	4
537	42.0	0.0	10033	62	1	3	4
538	42.0	0.0	10034	7	1	3	4
539	42.0	0.0	10035	401	1	3	4
540	42.0	0.0	10036	591	1	3	4
541	42.0	0.0	10037	160	1	3	4
542	42.0	0.0	10038	486	1	3	4
543	42.0	0.0	10040	71	1	3	4
544	42.0	0.0	10044	684	1	3	4
545	42.0	0.0	10065	530	1	3	4
546	42.0	0.0	10075	752	1	3	4
547	42.0	0.0	10128	140	1	3	4
548	42.0	0.0	10305	2	1	3	4
549	42.0	0.0	10314	1	1	3	4
550	42.0	0.0	10451	108	1	3	4
551	42.0	0.0	10452	131	1	3	4
552	42.0	0.0	10453	46	1	3	4
553	42.0	0.0	10454	79	1	3	4
554	42.0	0.0	10455	41	1	3	4
555	42.0	0.0	10456	57	1	3	4
556	42.0	0.0	10457	56	1	3	4
557	42.0	0.0	10458	32	1	3	4
558	42.0	0.0	10459	22	1	3	4
559	42.0	0.0	10460	14	1	3	4
560	42.0	0.0	10461	10	1	3	4
561	42.0	0.0	10462	26	1	3	4
562	42.0	0.0	10463	7	1	3	4
563	42.0	0.0	10465	13	1	3	4
564	42.0	0.0	10466	1	1	3	4
565	42.0	0.0	10467	28	1	3	4
566	42.0	0.0	10468	42	1	3	4
567	42.0	0.0	10469	11	1	3	4
568	42.0	0.0	10471	3	1	3	4
569	42.0	0.0	10472	27	1	3	4
570	42.0	0.0	10473	26	1	3	4
571	42.0	0.0	10474	14	1	3	4
572	42.0	0.0	10475	2	1	3	4
573	42.0	0.0	10543	1	1	3	4
574	42.0	0.0	11010	36	1	3	4
575	42.0	0.0	11101	639	1	3	4
576	42.0	0.0	11102	202	1	3	4
577	42.0	0.0	11103	197	1	3	4
578	42.0	0.0	11104	108	1	3	4
579	42.0	0.0	11105	196	1	3	4
580	42.0	0.0	11106	35	1	3	4
581	42.0	0.0	11109	2	1	3	4
582	42.0	0.0	11201	417	1	3	4
583	42.0	0.0	11203	28	1	3	4
584	42.0	0.0	11204	3	1	3	4
585	42.0	0.0	11205	122	1	3	4
586	42.0	0.0	11206	1015	1	3	4
587	42.0	0.0	11207	75	1	3	4
588	42.0	0.0	11208	11	1	3	4
589	42.0	0.0	11209	19	1	3	4
590	42.0	0.0	11210	8	1	3	4
591	42.0	0.0	11211	398	1	3	4
592	42.0	0.0	11212	24	1	3	4
593	42.0	0.0	11213	86	1	3	4
594	42.0	0.0	11214	4	1	3	4
595	42.0	0.0	11215	496	1	3	4
596	42.0	0.0	11216	410	1	3	4
597	42.0	0.0	11217	104	1	3	4
598	42.0	0.0	11218	21	1	3	4
599	42.0	0.0	11219	27	1	3	4
600	42.0	0.0	11220	98	1	3	4
601	42.0	0.0	11221	257	1	3	4
602	42.0	0.0	11222	487	1	3	4
603	42.0	0.0	11223	5	1	3	4
604	42.0	0.0	11224	12	1	3	4
605	42.0	0.0	11225	148	1	3	4
606	42.0	0.0	11226	49	1	3	4
607	42.0	0.0	11228	25	1	3	4
608	42.0	0.0	11229	5	1	3	4
609	42.0	0.0	11230	15	1	3	4
610	42.0	0.0	11231	157	1	3	4
611	42.0	0.0	11232	34	1	3	4
612	42.0	0.0	11233	107	1	3	4
613	42.0	0.0	11234	14	1	3	4
614	42.0	0.0	11235	10	1	3	4
615	42.0	0.0	11236	18	1	3	4
616	42.0	0.0	11237	174	1	3	4
617	42.0	0.0	11238	267	1	3	4
618	42.0	0.0	11239	2	1	3	4
619	42.0	0.0	11249	33	1	3	4
620	42.0	0.0	11354	12	1	3	4
621	42.0	0.0	11355	43	1	3	4
622	42.0	0.0	11356	1	1	3	4
623	42.0	0.0	11358	1	1	3	4
624	42.0	0.0	11361	7	1	3	4
625	42.0	0.0	11365	2	1	3	4
626	42.0	0.0	11367	1	1	3	4
627	42.0	0.0	11368	147	1	3	4
628	42.0	0.0	11369	30	1	3	4
629	42.0	0.0	11370	7	1	3	4
630	42.0	0.0	11372	163	1	3	4
631	42.0	0.0	11373	281	1	3	4
632	42.0	0.0	11374	78	1	3	4
633	42.0	0.0	11375	106	1	3	4
634	42.0	0.0	11377	516	1	3	4
635	42.0	0.0	11378	36	1	3	4
636	42.0	0.0	11379	6	1	3	4
637	42.0	0.0	11385	97	1	3	4
638	42.0	0.0	11412	1	1	3	4
639	42.0	0.0	11415	21	1	3	4
640	42.0	0.0	11416	4	1	3	4
641	42.0	0.0	11417	7	1	3	4
642	42.0	0.0	11418	6	1	3	4
643	42.0	0.0	11419	8	1	3	4
644	42.0	0.0	11420	11	1	3	4
645	42.0	0.0	11421	12	1	3	4
646	42.0	0.0	11423	2	1	3	4
647	42.0	0.0	11429	2	1	3	4
648	42.0	0.0	11432	6	1	3	4
649	42.0	0.0	11433	40	1	3	4
650	42.0	0.0	11434	1	1	3	4
651	42.0	0.0	11435	32	1	3	4
652	42.0	0.0	11514	1	1	3	4
653	42.0	0.0	11565	1	1	3	4
654	42.0	0.0	11580	3	1	3	4
655	42.0	0.0	11581	1	1	3	4
656	42.0	0.0	11692	1	1	3	4
657	42.0	0.0	11710	1	1	3	4
