	Temperature	Rain	Zipcode	Count	Month	Hour	Weekday
6077	39.0	0.0	10020	854	1	21	5
6078	39.0	0.0	10021	234	1	21	5
6079	39.0	0.0	10022	524	1	21	5
6080	39.0	0.0	10023	620	1	21	5
6081	39.0	0.0	10024	392	1	21	5
6082	39.0	0.0	10025	229	1	21	5
6083	39.0	0.0	10026	117	1	21	5
6084	39.0	0.0	10027	86	1	21	5
6085	39.0	0.0	10028	39	1	21	5
6086	39.0	0.0	10029	266	1	21	5
6087	39.0	0.0	10030	43	1	21	5
6088	39.0	0.0	10031	51	1	21	5
6089	39.0	0.0	10032	10	1	21	5
6090	39.0	0.0	10033	13	1	21	5
6091	39.0	0.0	10034	1	1	21	5
6092	39.0	0.0	10035	273	1	21	5
6093	39.0	0.0	10036	233	1	21	5
6094	39.0	0.0	10037	57	1	21	5
6095	39.0	0.0	10038	316	1	21	5
6096	39.0	0.0	10040	13	1	21	5
6097	39.0	0.0	10044	715	1	21	5
6098	39.0	0.0	10065	693	1	21	5
6099	39.0	0.0	10075	778	1	21	5
6100	39.0	0.0	10128	241	1	21	5
6101	39.0	0.0	10451	26	1	21	5
6102	39.0	0.0	10452	20	1	21	5
6103	39.0	0.0	10453	8	1	21	5
6104	39.0	0.0	10454	25	1	21	5
6105	39.0	0.0	10455	8	1	21	5
6106	39.0	0.0	10456	14	1	21	5
6107	39.0	0.0	10457	10	1	21	5
6108	39.0	0.0	10458	16	1	21	5
6109	39.0	0.0	10459	6	1	21	5
6110	39.0	0.0	10460	5	1	21	5
6111	39.0	0.0	10461	3	1	21	5
6112	39.0	0.0	10462	5	1	21	5
6113	39.0	0.0	10465	5	1	21	5
6114	39.0	0.0	10466	1	1	21	5
6115	39.0	0.0	10467	8	1	21	5
6116	39.0	0.0	10468	10	1	21	5
6117	39.0	0.0	10469	1	1	21	5
6118	39.0	0.0	10471	1	1	21	5
6119	39.0	0.0	10472	7	1	21	5
6120	39.0	0.0	10473	2	1	21	5
6121	39.0	0.0	10474	3	1	21	5
6122	39.0	0.0	10533	1	1	21	5
6123	39.0	0.0	10701	1	1	21	5
6124	39.0	0.0	11010	639	1	21	5
6125	39.0	0.0	11040	1	1	21	5
6126	39.0	0.0	11101	194	1	21	5
6127	39.0	0.0	11102	135	1	21	5
6128	39.0	0.0	11103	53	1	21	5
6129	39.0	0.0	11104	25	1	21	5
6130	39.0	0.0	11105	44	1	21	5
6131	39.0	0.0	11106	13	1	21	5
6132	39.0	0.0	11109	2	1	21	5
6133	39.0	0.0	11201	306	1	21	5
6134	39.0	0.0	11203	11	1	21	5
6135	39.0	0.0	11204	1	1	21	5
6136	39.0	0.0	11205	53	1	21	5
6137	39.0	0.0	11206	241	1	21	5
6138	39.0	0.0	11207	9	1	21	5
6139	39.0	0.0	11208	13	1	21	5
6140	39.0	0.0	11209	1	1	21	5
6141	39.0	0.0	11210	10	1	21	5
6142	39.0	0.0	11211	96	1	21	5
6143	39.0	0.0	11212	10	1	21	5
6144	39.0	0.0	11213	27	1	21	5
6145	39.0	0.0	11214	1	1	21	5
6146	39.0	0.0	11215	181	1	21	5
6147	39.0	0.0	11216	114	1	21	5
6148	39.0	0.0	11217	35	1	21	5
6149	39.0	0.0	11218	1	1	21	5
6150	39.0	0.0	11219	2	1	21	5
6151	39.0	0.0	11221	30	1	21	5
6152	39.0	0.0	11222	127	1	21	5
6153	39.0	0.0	11223	1	1	21	5
6154	39.0	0.0	11224	5	1	21	5
6155	39.0	0.0	11225	85	1	21	5
6156	39.0	0.0	11226	27	1	21	5
6157	39.0	0.0	11228	1	1	21	5
6158	39.0	0.0	11229	2	1	21	5
6159	39.0	0.0	11230	2	1	21	5
6160	39.0	0.0	11231	99	1	21	5
6161	39.0	0.0	11232	4	1	21	5
6162	39.0	0.0	11233	33	1	21	5
6163	39.0	0.0	11234	7	1	21	5
6164	39.0	0.0	11235	8	1	21	5
6165	39.0	0.0	11236	7	1	21	5
6166	39.0	0.0	11237	10	1	21	5
6167	39.0	0.0	11238	248	1	21	5
6168	39.0	0.0	11239	2	1	21	5
6169	39.0	0.0	11249	4	1	21	5
6170	39.0	0.0	11354	1	1	21	5
6171	39.0	0.0	11355	30	1	21	5
6172	39.0	0.0	11367	2	1	21	5
6173	39.0	0.0	11368	24	1	21	5
6174	39.0	0.0	11369	450	1	21	5
6175	39.0	0.0	11370	3	1	21	5
6176	39.0	0.0	11372	31	1	21	5
6177	39.0	0.0	11373	70	1	21	5
6178	39.0	0.0	11374	115	1	21	5
6179	39.0	0.0	11375	52	1	21	5
6180	39.0	0.0	11377	174	1	21	5
6181	39.0	0.0	11378	4	1	21	5
6182	39.0	0.0	11385	4	1	21	5
6183	39.0	0.0	11415	8	1	21	5
6184	39.0	0.0	11416	1	1	21	5
6185	39.0	0.0	11417	3	1	21	5
6186	39.0	0.0	11418	2	1	21	5
6187	39.0	0.0	11419	5	1	21	5
6188	39.0	0.0	11420	2	1	21	5
6189	39.0	0.0	11421	1	1	21	5
6190	39.0	0.0	11430	3	1	21	5
6191	39.0	0.0	11432	3	1	21	5
6192	39.0	0.0	11433	20	1	21	5
6193	39.0	0.0	11434	2	1	21	5
6194	39.0	0.0	11435	30	1	21	5
6195	39.0	0.0	11436	3	1	21	5
6196	37.0	0.0	06878	1	1	22	5
6197	37.0	0.0	07030	4	1	22	5
6198	37.0	0.0	07310	1	1	22	5
6199	37.0	0.0	07311	1	1	22	5
6200	37.0	0.0	10001	830	1	22	5
6201	37.0	0.0	10002	2114	1	22	5
6202	37.0	0.0	10003	600	1	22	5
6203	37.0	0.0	10007	157	1	22	5
6204	37.0	0.0	10009	831	1	22	5
6205	37.0	0.0	10010	2234	1	22	5
6206	37.0	0.0	10011	531	1	22	5
6207	37.0	0.0	10012	821	1	22	5
6208	37.0	0.0	10013	427	1	22	5
6209	37.0	0.0	10014	1	1	22	5
6210	37.0	0.0	10016	1239	1	22	5
6211	37.0	0.0	10017	869	1	22	5
6212	37.0	0.0	10018	15	1	22	5
6213	37.0	0.0	10019	6	1	22	5
6214	37.0	0.0	10020	1095	1	22	5
6215	37.0	0.0	10021	210	1	22	5
6216	37.0	0.0	10022	501	1	22	5
6217	37.0	0.0	10023	900	1	22	5
6218	37.0	0.0	10024	352	1	22	5
6219	37.0	0.0	10025	238	1	22	5
6220	37.0	0.0	10026	127	1	22	5
6221	37.0	0.0	10027	89	1	22	5
6222	37.0	0.0	10028	36	1	22	5
6223	37.0	0.0	10029	247	1	22	5
6224	37.0	0.0	10030	51	1	22	5
6225	37.0	0.0	10031	46	1	22	5
6226	37.0	0.0	10032	12	1	22	5
6227	37.0	0.0	10033	14	1	22	5
6228	37.0	0.0	10034	1	1	22	5
6229	37.0	0.0	10035	221	1	22	5
6230	37.0	0.0	10036	269	1	22	5
6231	37.0	0.0	10037	45	1	22	5
6232	37.0	0.0	10038	320	1	22	5
6233	37.0	0.0	10040	14	1	22	5
6234	37.0	0.0	10044	764	1	22	5
6235	37.0	0.0	10065	610	1	22	5
6236	37.0	0.0	10075	702	1	22	5
6237	37.0	0.0	10128	219	1	22	5
6238	37.0	0.0	10451	56	1	22	5
6239	37.0	0.0	10452	31	1	22	5
6240	37.0	0.0	10453	3	1	22	5
6241	37.0	0.0	10454	22	1	22	5
6242	37.0	0.0	10455	6	1	22	5
6243	37.0	0.0	10456	6	1	22	5
6244	37.0	0.0	10457	6	1	22	5
6245	37.0	0.0	10458	23	1	22	5
6246	37.0	0.0	10460	4	1	22	5
6247	37.0	0.0	10462	7	1	22	5
6248	37.0	0.0	10463	3	1	22	5
6249	37.0	0.0	10465	5	1	22	5
6250	37.0	0.0	10467	6	1	22	5
6251	37.0	0.0	10468	9	1	22	5
6252	37.0	0.0	10469	1	1	22	5
6253	37.0	0.0	10472	13	1	22	5
6254	37.0	0.0	10473	4	1	22	5
6255	37.0	0.0	10474	4	1	22	5
6256	37.0	0.0	10475	1	1	22	5
6257	37.0	0.0	11010	552	1	22	5
6258	37.0	0.0	11101	223	1	22	5
6259	37.0	0.0	11102	120	1	22	5
6260	37.0	0.0	11103	53	1	22	5
6261	37.0	0.0	11104	36	1	22	5
6262	37.0	0.0	11105	74	1	22	5
6263	37.0	0.0	11106	23	1	22	5
6264	37.0	0.0	11109	2	1	22	5
6265	37.0	0.0	11201	256	1	22	5
6266	37.0	0.0	11203	22	1	22	5
6267	37.0	0.0	11205	40	1	22	5
6268	37.0	0.0	11206	292	1	22	5
6269	37.0	0.0	11207	24	1	22	5
6270	37.0	0.0	11208	13	1	22	5
6271	37.0	0.0	11209	2	1	22	5
6272	37.0	0.0	11210	13	1	22	5
6273	37.0	0.0	11211	132	1	22	5
6274	37.0	0.0	11212	7	1	22	5
6275	37.0	0.0	11213	29	1	22	5
6276	37.0	0.0	11214	1	1	22	5
6277	37.0	0.0	11215	180	1	22	5
6278	37.0	0.0	11216	127	1	22	5
6279	37.0	0.0	11217	55	1	22	5
6280	37.0	0.0	11218	5	1	22	5
6281	37.0	0.0	11221	50	1	22	5
6282	37.0	0.0	11222	157	1	22	5
6283	37.0	0.0	11224	2	1	22	5
6284	37.0	0.0	11225	129	1	22	5
6285	37.0	0.0	11226	20	1	22	5
6286	37.0	0.0	11228	1	1	22	5
6287	37.0	0.0	11229	2	1	22	5
6288	37.0	0.0	11230	3	1	22	5
6289	37.0	0.0	11231	100	1	22	5
6290	37.0	0.0	11232	4	1	22	5
6291	37.0	0.0	11233	39	1	22	5
6292	37.0	0.0	11234	6	1	22	5
6293	37.0	0.0	11235	7	1	22	5
6294	37.0	0.0	11236	6	1	22	5
6295	37.0	0.0	11237	8	1	22	5
6296	37.0	0.0	11238	160	1	22	5
6297	37.0	0.0	11239	4	1	22	5
6298	37.0	0.0	11249	13	1	22	5
6299	37.0	0.0	11355	24	1	22	5
6300	37.0	0.0	11356	1	1	22	5
6301	37.0	0.0	11357	1	1	22	5
6302	37.0	0.0	11366	1	1	22	5
6303	37.0	0.0	11368	22	1	22	5
6304	37.0	0.0	11369	501	1	22	5
6305	37.0	0.0	11370	2	1	22	5
6306	37.0	0.0	11372	22	1	22	5
6307	37.0	0.0	11373	81	1	22	5
6308	37.0	0.0	11374	69	1	22	5
6309	37.0	0.0	11375	70	1	22	5
6310	37.0	0.0	11377	169	1	22	5
6311	37.0	0.0	11378	7	1	22	5
6312	37.0	0.0	11379	1	1	22	5
6313	37.0	0.0	11385	7	1	22	5
6314	37.0	0.0	11412	1	1	22	5
6315	37.0	0.0	11414	3	1	22	5
6316	37.0	0.0	11415	14	1	22	5
6317	37.0	0.0	11417	5	1	22	5
6318	37.0	0.0	11418	2	1	22	5
6319	37.0	0.0	11419	4	1	22	5
6320	37.0	0.0	11420	3	1	22	5
6321	37.0	0.0	11422	1	1	22	5
6322	37.0	0.0	11423	1	1	22	5
6323	37.0	0.0	11427	1	1	22	5
6324	37.0	0.0	11430	3	1	22	5
6325	37.0	0.0	11432	2	1	22	5
6326	37.0	0.0	11433	13	1	22	5
6327	37.0	0.0	11434	2	1	22	5
6328	37.0	0.0	11435	33	1	22	5
6329	37.0	0.0	11436	7	1	22	5
6330	37.0	0.0	11692	1	1	22	5
6331	36.0	0.0	07020	1	1	23	5
6332	36.0	0.0	07030	1	1	23	5
6333	36.0	0.0	07086	1	1	23	5
6334	36.0	0.0	07306	1	1	23	5
6335	36.0	0.0	07311	4	1	23	5
6336	36.0	0.0	08822	5	1	23	5
6337	36.0	0.0	10001	1071	1	23	5
6338	36.0	0.0	10002	2501	1	23	5
6339	36.0	0.0	10003	645	1	23	5
6340	36.0	0.0	10004	1	1	23	5
6341	36.0	0.0	10007	77	1	23	5
6342	36.0	0.0	10009	924	1	23	5
6343	36.0	0.0	10010	2479	1	23	5
6344	36.0	0.0	10011	567	1	23	5
6345	36.0	0.0	10012	966	1	23	5
6346	36.0	0.0	10013	492	1	23	5
6347	36.0	0.0	10014	5	1	23	5
6348	36.0	0.0	10016	980	1	23	5
6349	36.0	0.0	10017	760	1	23	5
6350	36.0	0.0	10018	23	1	23	5
6351	36.0	0.0	10019	7	1	23	5
6352	36.0	0.0	10020	1077	1	23	5
6353	36.0	0.0	10021	173	1	23	5
6354	36.0	0.0	10022	481	1	23	5
6355	36.0	0.0	10023	481	1	23	5
6356	36.0	0.0	10024	394	1	23	5
6357	36.0	0.0	10025	223	1	23	5
6358	36.0	0.0	10026	108	1	23	5
6359	36.0	0.0	10027	70	1	23	5
6360	36.0	0.0	10028	26	1	23	5
6361	36.0	0.0	10029	234	1	23	5
6362	36.0	0.0	10030	53	1	23	5
6363	36.0	0.0	10031	53	1	23	5
6364	36.0	0.0	10032	5	1	23	5
6365	36.0	0.0	10033	10	1	23	5
6366	36.0	0.0	10034	4	1	23	5
6367	36.0	0.0	10035	210	1	23	5
6368	36.0	0.0	10036	275	1	23	5
6369	36.0	0.0	10037	47	1	23	5
6370	36.0	0.0	10038	292	1	23	5
6371	36.0	0.0	10040	14	1	23	5
6372	36.0	0.0	10044	667	1	23	5
6373	36.0	0.0	10065	505	1	23	5
6374	36.0	0.0	10075	680	1	23	5
6375	36.0	0.0	10128	214	1	23	5
6376	36.0	0.0	10304	1	1	23	5
6377	36.0	0.0	10314	4	1	23	5
6378	36.0	0.0	10451	59	1	23	5
6379	36.0	0.0	10452	25	1	23	5
6380	36.0	0.0	10453	6	1	23	5
6381	36.0	0.0	10454	18	1	23	5
6382	36.0	0.0	10455	8	1	23	5
6383	36.0	0.0	10456	15	1	23	5
6384	36.0	0.0	10457	12	1	23	5
6385	36.0	0.0	10458	7	1	23	5
6386	36.0	0.0	10459	5	1	23	5
6387	36.0	0.0	10460	4	1	23	5
6388	36.0	0.0	10461	3	1	23	5
6389	36.0	0.0	10462	8	1	23	5
6390	36.0	0.0	10463	2	1	23	5
6391	36.0	0.0	10465	6	1	23	5
6392	36.0	0.0	10467	9	1	23	5
6393	36.0	0.0	10468	9	1	23	5
6394	36.0	0.0	10469	4	1	23	5
6395	36.0	0.0	10471	1	1	23	5
6396	36.0	0.0	10472	10	1	23	5
6397	36.0	0.0	10473	4	1	23	5
6398	36.0	0.0	10474	1	1	23	5
6399	36.0	0.0	10701	3	1	23	5
6400	36.0	0.0	10805	1	1	23	5
6401	36.0	0.0	11010	492	1	23	5
6402	36.0	0.0	11101	218	1	23	5
6403	36.0	0.0	11102	128	1	23	5
6404	36.0	0.0	11103	61	1	23	5
6405	36.0	0.0	11104	43	1	23	5
6406	36.0	0.0	11105	57	1	23	5
6407	36.0	0.0	11106	11	1	23	5
6408	36.0	0.0	11109	4	1	23	5
6409	36.0	0.0	11201	217	1	23	5
6410	36.0	0.0	11203	11	1	23	5
6411	36.0	0.0	11204	1	1	23	5
6412	36.0	0.0	11205	52	1	23	5
6413	36.0	0.0	11206	380	1	23	5
6414	36.0	0.0	11207	14	1	23	5
6415	36.0	0.0	11208	13	1	23	5
6416	36.0	0.0	11209	3	1	23	5
6417	36.0	0.0	11210	7	1	23	5
6418	36.0	0.0	11211	140	1	23	5
6419	36.0	0.0	11212	8	1	23	5
6420	36.0	0.0	11213	27	1	23	5
6421	36.0	0.0	11214	1	1	23	5
6422	36.0	0.0	11215	217	1	23	5
6423	36.0	0.0	11216	149	1	23	5
6424	36.0	0.0	11217	59	1	23	5
6425	36.0	0.0	11218	1	1	23	5
6426	36.0	0.0	11220	1	1	23	5
6427	36.0	0.0	11221	59	1	23	5
6428	36.0	0.0	11222	201	1	23	5
6429	36.0	0.0	11224	6	1	23	5
6430	36.0	0.0	11225	66	1	23	5
6431	36.0	0.0	11226	25	1	23	5
6432	36.0	0.0	11230	4	1	23	5
6433	36.0	0.0	11231	112	1	23	5
6434	36.0	0.0	11232	3	1	23	5
6435	36.0	0.0	11233	48	1	23	5
6436	36.0	0.0	11234	4	1	23	5
6437	36.0	0.0	11235	8	1	23	5
6438	36.0	0.0	11236	5	1	23	5
6439	36.0	0.0	11237	23	1	23	5
6440	36.0	0.0	11238	205	1	23	5
6441	36.0	0.0	11239	8	1	23	5
6442	36.0	0.0	11249	7	1	23	5
6443	36.0	0.0	11355	23	1	23	5
6444	36.0	0.0	11368	34	1	23	5
6445	36.0	0.0	11369	582	1	23	5
6446	36.0	0.0	11370	1	1	23	5
6447	36.0	0.0	11372	34	1	23	5
6448	36.0	0.0	11373	70	1	23	5
6449	36.0	0.0	11374	44	1	23	5
6450	36.0	0.0	11375	66	1	23	5
6451	36.0	0.0	11377	179	1	23	5
6452	36.0	0.0	11378	10	1	23	5
6453	36.0	0.0	11385	6	1	23	5
6454	36.0	0.0	11414	2	1	23	5
6455	36.0	0.0	11415	15	1	23	5
6456	36.0	0.0	11417	4	1	23	5
6457	36.0	0.0	11418	3	1	23	5
6458	36.0	0.0	11419	2	1	23	5
6459	36.0	0.0	11420	1	1	23	5
6460	36.0	0.0	11421	1	1	23	5
6461	36.0	0.0	11422	1	1	23	5
6462	36.0	0.0	11423	1	1	23	5
6463	36.0	0.0	11430	1	1	23	5
6464	36.0	0.0	11432	3	1	23	5
6465	36.0	0.0	11433	23	1	23	5
6466	36.0	0.0	11434	1	1	23	5
6467	36.0	0.0	11435	29	1	23	5
6468	36.0	0.0	11436	1	1	23	5
6469	36.0	0.0	11691	1	1	23	5
6470	36.0	0.0	11692	2	1	23	5
6471	36.0	0.0	07030	3	1	0	6
6472	36.0	0.0	07087	1	1	0	6
6473	36.0	0.0	07114	1	1	0	6
6474	36.0	0.0	07201	1	1	0	6
6475	36.0	0.0	07302	1	1	0	6
6476	36.0	0.0	10001	787	1	0	6
6477	36.0	0.0	10002	3019	1	0	6
6478	36.0	0.0	10003	568	1	0	6
6479	36.0	0.0	10007	64	1	0	6
6480	36.0	0.0	10009	987	1	0	6
6481	36.0	0.0	10010	2505	1	0	6
6482	36.0	0.0	10011	659	1	0	6
6483	36.0	0.0	10012	1027	1	0	6
6484	36.0	0.0	10013	448	1	0	6
6485	36.0	0.0	10014	5	1	0	6
6486	36.0	0.0	10016	869	1	0	6
6487	36.0	0.0	10017	538	1	0	6
6488	36.0	0.0	10018	15	1	0	6
6489	36.0	0.0	10019	7	1	0	6
6490	36.0	0.0	10020	904	1	0	6
6491	36.0	0.0	10021	108	1	0	6
6492	36.0	0.0	10022	392	1	0	6
6493	36.0	0.0	10023	340	1	0	6
6494	36.0	0.0	10024	295	1	0	6
6495	36.0	0.0	10025	193	1	0	6
6496	36.0	0.0	10026	111	1	0	6
6497	36.0	0.0	10027	71	1	0	6
6498	36.0	0.0	10028	11	1	0	6
6499	36.0	0.0	10029	173	1	0	6
6500	36.0	0.0	10030	49	1	0	6
6501	36.0	0.0	10031	47	1	0	6
6502	36.0	0.0	10032	9	1	0	6
6503	36.0	0.0	10033	15	1	0	6
6504	36.0	0.0	10034	1	1	0	6
6505	36.0	0.0	10035	205	1	0	6
6506	36.0	0.0	10036	272	1	0	6
6507	36.0	0.0	10037	45	1	0	6
6508	36.0	0.0	10038	298	1	0	6
6509	36.0	0.0	10040	15	1	0	6
6510	36.0	0.0	10044	593	1	0	6
6511	36.0	0.0	10065	418	1	0	6
6512	36.0	0.0	10075	537	1	0	6
6513	36.0	0.0	10128	131	1	0	6
6514	36.0	0.0	10451	48	1	0	6
6515	36.0	0.0	10452	35	1	0	6
6516	36.0	0.0	10453	8	1	0	6
6517	36.0	0.0	10454	17	1	0	6
6518	36.0	0.0	10455	5	1	0	6
6519	36.0	0.0	10456	16	1	0	6
6520	36.0	0.0	10457	10	1	0	6
6521	36.0	0.0	10458	13	1	0	6
6522	36.0	0.0	10459	1	1	0	6
6523	36.0	0.0	10460	3	1	0	6
6524	36.0	0.0	10462	6	1	0	6
6525	36.0	0.0	10463	2	1	0	6
6526	36.0	0.0	10465	6	1	0	6
6527	36.0	0.0	10466	1	1	0	6
6528	36.0	0.0	10467	6	1	0	6
6529	36.0	0.0	10468	7	1	0	6
6530	36.0	0.0	10469	3	1	0	6
6531	36.0	0.0	10471	1	1	0	6
6532	36.0	0.0	10472	6	1	0	6
6533	36.0	0.0	10473	9	1	0	6
6534	36.0	0.0	10474	4	1	0	6
6535	36.0	0.0	10583	1	1	0	6
6536	36.0	0.0	11001	1	1	0	6
6537	36.0	0.0	11010	394	1	0	6
6538	36.0	0.0	11101	289	1	0	6
6539	36.0	0.0	11102	130	1	0	6
6540	36.0	0.0	11103	86	1	0	6
6541	36.0	0.0	11104	42	1	0	6
6542	36.0	0.0	11105	66	1	0	6
6543	36.0	0.0	11106	9	1	0	6
6544	36.0	0.0	11109	2	1	0	6
6545	36.0	0.0	11201	216	1	0	6
6546	36.0	0.0	11203	15	1	0	6
6547	36.0	0.0	11205	44	1	0	6
6548	36.0	0.0	11206	491	1	0	6
6549	36.0	0.0	11207	26	1	0	6
6550	36.0	0.0	11208	5	1	0	6
6551	36.0	0.0	11209	1	1	0	6
6552	36.0	0.0	11210	8	1	0	6
6553	36.0	0.0	11211	224	1	0	6
6554	36.0	0.0	11212	20	1	0	6
6555	36.0	0.0	11213	36	1	0	6
6556	36.0	0.0	11215	219	1	0	6
6557	36.0	0.0	11216	192	1	0	6
6558	36.0	0.0	11217	57	1	0	6
6559	36.0	0.0	11218	3	1	0	6
6560	36.0	0.0	11219	4	1	0	6
6561	36.0	0.0	11221	50	1	0	6
6562	36.0	0.0	11222	272	1	0	6
6563	36.0	0.0	11223	1	1	0	6
6564	36.0	0.0	11224	10	1	0	6
6565	36.0	0.0	11225	53	1	0	6
6566	36.0	0.0	11226	26	1	0	6
6567	36.0	0.0	11228	3	1	0	6
6568	36.0	0.0	11229	2	1	0	6
6569	36.0	0.0	11230	5	1	0	6
6570	36.0	0.0	11231	141	1	0	6
6571	36.0	0.0	11232	4	1	0	6
6572	36.0	0.0	11233	43	1	0	6
6573	36.0	0.0	11234	8	1	0	6
6574	36.0	0.0	11235	1	1	0	6
6575	36.0	0.0	11236	6	1	0	6
6576	36.0	0.0	11237	30	1	0	6
6577	36.0	0.0	11238	190	1	0	6
6578	36.0	0.0	11249	14	1	0	6
6579	36.0	0.0	11355	22	1	0	6
6580	36.0	0.0	11361	1	1	0	6
6581	36.0	0.0	11365	1	1	0	6
6582	36.0	0.0	11367	1	1	0	6
6583	36.0	0.0	11368	29	1	0	6
6584	36.0	0.0	11369	231	1	0	6
6585	36.0	0.0	11370	1	1	0	6
6586	36.0	0.0	11372	32	1	0	6
6587	36.0	0.0	11373	84	1	0	6
6588	36.0	0.0	11374	43	1	0	6
6589	36.0	0.0	11375	58	1	0	6
6590	36.0	0.0	11377	195	1	0	6
6591	36.0	0.0	11378	4	1	0	6
6592	36.0	0.0	11379	3	1	0	6
6593	36.0	0.0	11385	12	1	0	6
6594	36.0	0.0	11415	10	1	0	6
6595	36.0	0.0	11417	2	1	0	6
6596	36.0	0.0	11418	3	1	0	6
6597	36.0	0.0	11419	4	1	0	6
6598	36.0	0.0	11420	3	1	0	6
6599	36.0	0.0	11430	1	1	0	6
6600	36.0	0.0	11433	12	1	0	6
6601	36.0	0.0	11434	2	1	0	6
6602	36.0	0.0	11435	24	1	0	6
6603	36.0	0.0	11436	4	1	0	6
6604	36.0	0.0	11557	1	1	0	6
6605	36.0	0.0	11693	1	1	0	6
6606	35.0	0.0	07030	6	1	1	6
6607	35.0	0.0	07047	1	1	1	6
6608	35.0	0.0	07086	1	1	1	6
6609	35.0	0.0	07093	2	1	1	6
6610	35.0	0.0	07201	1	1	1	6
6611	35.0	0.0	07302	2	1	1	6
6612	35.0	0.0	07310	1	1	1	6
6613	35.0	0.0	07311	3	1	1	6
6614	35.0	0.0	07608	1	1	1	6
6615	35.0	0.0	10001	587	1	1	6
6616	35.0	0.0	10002	3449	1	1	6
6617	35.0	0.0	10003	463	1	1	6
6618	35.0	0.0	10007	33	1	1	6
6619	35.0	0.0	10009	936	1	1	6
6620	35.0	0.0	10010	2004	1	1	6
6621	35.0	0.0	10011	735	1	1	6
6622	35.0	0.0	10012	1003	1	1	6
6623	35.0	0.0	10013	377	1	1	6
6624	35.0	0.0	10014	3	1	1	6
6625	35.0	0.0	10016	700	1	1	6
6626	35.0	0.0	10017	369	1	1	6
6627	35.0	0.0	10018	9	1	1	6
6628	35.0	0.0	10019	4	1	1	6
6629	35.0	0.0	10020	810	1	1	6
6630	35.0	0.0	10021	60	1	1	6
6631	35.0	0.0	10022	290	1	1	6
6632	35.0	0.0	10023	238	1	1	6
6633	35.0	0.0	10024	192	1	1	6
6634	35.0	0.0	10025	167	1	1	6
6635	35.0	0.0	10026	98	1	1	6
6636	35.0	0.0	10027	73	1	1	6
6637	35.0	0.0	10028	8	1	1	6
6638	35.0	0.0	10029	149	1	1	6
6639	35.0	0.0	10030	52	1	1	6
6640	35.0	0.0	10031	63	1	1	6
6641	35.0	0.0	10032	3	1	1	6
6642	35.0	0.0	10033	9	1	1	6
6643	35.0	0.0	10034	1	1	1	6
6644	35.0	0.0	10035	164	1	1	6
6645	35.0	0.0	10036	230	1	1	6
6646	35.0	0.0	10037	30	1	1	6
6647	35.0	0.0	10038	222	1	1	6
6648	35.0	0.0	10040	15	1	1	6
6649	35.0	0.0	10044	434	1	1	6
6650	35.0	0.0	10065	275	1	1	6
6651	35.0	0.0	10075	424	1	1	6
6652	35.0	0.0	10128	68	1	1	6
6653	35.0	0.0	10305	1	1	1	6
6654	35.0	0.0	10451	36	1	1	6
6655	35.0	0.0	10452	15	1	1	6
6656	35.0	0.0	10453	10	1	1	6
6657	35.0	0.0	10454	25	1	1	6
6658	35.0	0.0	10455	6	1	1	6
6659	35.0	0.0	10456	15	1	1	6
6660	35.0	0.0	10457	8	1	1	6
6661	35.0	0.0	10458	9	1	1	6
6662	35.0	0.0	10459	5	1	1	6
6663	35.0	0.0	10460	2	1	1	6
6664	35.0	0.0	10461	2	1	1	6
6665	35.0	0.0	10462	7	1	1	6
6666	35.0	0.0	10463	1	1	1	6
6667	35.0	0.0	10465	6	1	1	6
6668	35.0	0.0	10466	2	1	1	6
6669	35.0	0.0	10467	7	1	1	6
6670	35.0	0.0	10468	10	1	1	6
6671	35.0	0.0	10469	4	1	1	6
6672	35.0	0.0	10471	1	1	1	6
6673	35.0	0.0	10472	12	1	1	6
6674	35.0	0.0	10473	4	1	1	6
6675	35.0	0.0	10474	1	1	1	6
6676	35.0	0.0	10801	1	1	1	6
6677	35.0	0.0	11010	169	1	1	6
6678	35.0	0.0	11101	250	1	1	6
6679	35.0	0.0	11102	87	1	1	6
6680	35.0	0.0	11103	67	1	1	6
6681	35.0	0.0	11104	43	1	1	6
6682	35.0	0.0	11105	75	1	1	6
6683	35.0	0.0	11106	4	1	1	6
6684	35.0	0.0	11109	1	1	1	6
6685	35.0	0.0	11201	151	1	1	6
6686	35.0	0.0	11203	11	1	1	6
6687	35.0	0.0	11204	2	1	1	6
6688	35.0	0.0	11205	29	1	1	6
6689	35.0	0.0	11206	506	1	1	6
6690	35.0	0.0	11207	19	1	1	6
6691	35.0	0.0	11208	4	1	1	6
6692	35.0	0.0	11209	2	1	1	6
6693	35.0	0.0	11210	7	1	1	6
6694	35.0	0.0	11211	240	1	1	6
6695	35.0	0.0	11212	7	1	1	6
6696	35.0	0.0	11213	27	1	1	6
6697	35.0	0.0	11214	2	1	1	6
6698	35.0	0.0	11215	197	1	1	6
6699	35.0	0.0	11216	155	1	1	6
6700	35.0	0.0	11217	49	1	1	6
6701	35.0	0.0	11218	1	1	1	6
6702	35.0	0.0	11219	1	1	1	6
6703	35.0	0.0	11220	1	1	1	6
6704	35.0	0.0	11221	66	1	1	6
6705	35.0	0.0	11222	262	1	1	6
6706	35.0	0.0	11223	2	1	1	6
6707	35.0	0.0	11224	4	1	1	6
6708	35.0	0.0	11225	55	1	1	6
6709	35.0	0.0	11226	13	1	1	6
6710	35.0	0.0	11228	3	1	1	6
